This is Ipopt version 3.14.11, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    28170
Number of nonzeros in inequality constraint Jacobian.:        0
Number of nonzeros in Lagrangian Hessian.............:    17180

Total number of variables............................:     5278
                     variables with only lower bounds:      990
                variables with lower and upper bounds:     4288
                     variables with only upper bounds:        0
Total number of equality constraints.................:     4248
Total number of inequality constraints...............:        0
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 818  2.6400803e-02 4.92e-03 3.31e-06  -7.0 6.44e-03  -3.3 1.00e+00 1.00e+00h  1
 819  2.6400802e-02 1.23e-05 3.30e-06  -7.0 3.01e-04  -2.0 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 820  2.6400798e-02 9.86e-05 3.32e-06  -7.0 9.08e-04  -2.4 1.00e+00 1.00e+00h  1
 821  2.6400766e-02 8.22e-03 3.36e-06  -7.0 8.29e-03  -3.4 1.00e+00 1.00e+00h  1
 822  2.6400729e-02 1.10e-02 3.42e-06  -7.0 9.47e-03  -3.4 1.00e+00 1.00e+00h  1
 823  2.6400727e-02 2.90e-05 3.41e-06  -7.0 4.43e-04  -2.1 1.00e+00 1.00e+00h  1
 824  2.6400722e-02 2.21e-04 3.43e-06  -7.0 1.34e-03  -2.6 1.00e+00 1.00e+00h  1
 825  2.6400720e-02 3.13e-05 3.43e-06  -7.0 5.01e-04  -2.2 1.00e+00 1.00e+00h  1
 826  2.6400719e-02 4.40e-06 3.43e-06  -7.0 1.88e-04  -1.7 1.00e+00 1.00e+00h  1
 827  2.6400717e-02 3.97e-05 3.44e-06  -7.0 5.65e-04  -2.2 1.00e+00 1.00e+00h  1
 828  2.6400716e-02 5.60e-06 3.44e-06  -7.0 2.12e-04  -1.8 1.00e+00 1.00e+00h  1
 829  2.6400713e-02 5.04e-05 3.44e-06  -7.0 6.36e-04  -2.3 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 830  2.6400706e-02 4.57e-04 3.45e-06  -7.0 1.92e-03  -2.7 1.00e+00 1.00e+00h  1
 831  2.6400697e-02 5.86e-04 3.47e-06  -7.0 2.16e-03  -2.8 1.00e+00 1.00e+00h  1
 832  2.6400694e-02 8.34e-05 3.47e-06  -7.0 8.12e-04  -2.4 1.00e+00 1.00e+00h  1
 833  2.6400693e-02 1.17e-05 3.47e-06  -7.0 3.05e-04  -1.9 1.00e+00 1.00e+00h  1
 834  2.6400689e-02 1.06e-04 3.48e-06  -7.0 9.16e-04  -2.4 1.00e+00 1.00e+00h  1
 835  2.6400687e-02 1.49e-05 3.48e-06  -7.0 3.44e-04  -2.0 1.00e+00 1.00e+00h  1
 836  2.6400683e-02 1.35e-04 3.49e-06  -7.0 1.03e-03  -2.5 1.00e+00 1.00e+00h  1
 837  2.6400645e-02 1.13e-02 3.54e-06  -7.0 9.45e-03  -3.4 1.00e+00 1.00e+00h  1
 838  2.6400643e-02 3.00e-05 3.53e-06  -7.0 4.41e-04  -2.1 1.00e+00 1.00e+00h  1
 839  2.6400638e-02 2.29e-04 3.55e-06  -7.0 1.33e-03  -2.6 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 840  2.6400588e-02 1.94e-02 3.63e-06  -7.0 1.22e-02  -3.5 1.00e+00 1.00e+00h  1
 841  2.6400044e-02 2.45e+00 8.45e-05  -7.0 1.37e-01  -4.5 1.00e+00 1.00e+00h  1
 842  2.6399961e-02 2.19e-02 1.74e-05  -7.0 1.19e-03  -2.3 1.00e+00 1.00e+00h  1
 843  2.6399921e-02 9.54e-03 8.83e-06  -7.0 7.47e-03  -3.2 1.00e+00 1.00e+00h  1
 844  2.6399919e-02 2.60e-05 4.69e-06  -7.0 3.52e-04  -1.9 1.00e+00 1.00e+00h  1
 845  2.6399901e-02 1.85e-03 4.76e-06  -7.0 3.22e-03  -2.8 1.00e+00 1.00e+00h  1
 846  2.6399881e-02 2.42e-03 4.80e-06  -7.0 3.65e-03  -2.9 1.00e+00 1.00e+00h  1
 847  2.6399858e-02 3.14e-03 4.84e-06  -7.0 4.14e-03  -2.9 1.00e+00 1.00e+00h  1
 848  2.6399832e-02 4.09e-03 4.88e-06  -7.0 4.70e-03  -3.0 1.00e+00 1.00e+00h  1
 849  2.6399802e-02 5.35e-03 4.94e-06  -7.0 5.34e-03  -3.0 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 850  2.6399768e-02 7.03e-03 4.99e-06  -7.0 6.08e-03  -3.1 1.00e+00 1.00e+00h  1
 851  2.6399766e-02 1.78e-05 4.96e-06  -7.0 2.83e-04  -1.8 1.00e+00 1.00e+00h  1
 852  2.6399762e-02 1.41e-04 5.00e-06  -7.0 8.57e-04  -2.2 1.00e+00 1.00e+00h  1
 853  2.6399747e-02 1.28e-03 5.03e-06  -7.0 2.58e-03  -2.7 1.00e+00 1.00e+00h  1
 854  2.6399741e-02 1.84e-04 5.04e-06  -7.0 9.70e-04  -2.3 1.00e+00 1.00e+00h  1
 855  2.6399725e-02 1.67e-03 5.07e-06  -7.0 2.93e-03  -2.8 1.00e+00 1.00e+00h  1
 856  2.6399718e-02 2.39e-04 5.08e-06  -7.0 1.10e-03  -2.3 1.00e+00 1.00e+00h  1
 857  2.6399716e-02 3.35e-05 5.08e-06  -7.0 4.13e-04  -1.9 1.00e+00 1.00e+00h  1
 858  2.6399709e-02 3.03e-04 5.10e-06  -7.0 1.24e-03  -2.4 1.00e+00 1.00e+00h  1
 859  2.6399706e-02 4.29e-05 5.10e-06  -7.0 4.66e-04  -2.0 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 860  2.6399698e-02 3.88e-04 5.12e-06  -7.0 1.40e-03  -2.4 1.00e+00 1.00e+00h  1
 861  2.6399695e-02 5.50e-05 5.12e-06  -7.0 5.26e-04  -2.0 1.00e+00 1.00e+00h  1
 862  2.6399667e-02 4.53e-03 5.17e-06  -7.0 4.79e-03  -3.0 1.00e+00 1.00e+00h  1
 863  2.6399656e-02 6.58e-04 5.18e-06  -7.0 1.80e-03  -2.5 1.00e+00 1.00e+00h  1
 864  2.6399652e-02 9.24e-05 5.19e-06  -7.0 6.76e-04  -2.1 1.00e+00 1.00e+00h  1
 865  2.6399640e-02 8.35e-04 5.22e-06  -7.0 2.04e-03  -2.6 1.00e+00 1.00e+00h  1
 866  2.6399528e-02 7.34e-02 5.42e-06  -7.0 1.91e-02  -3.5 1.00e+00 1.00e+00h  1
 867  2.6399387e-02 1.08e-01 5.66e-06  -7.0 2.24e-02  -3.6 1.00e+00 1.00e+00h  1
 868  2.6399377e-02 3.39e-04 5.45e-06  -7.0 1.01e-03  -2.3 1.00e+00 1.00e+00h  1
 869  2.6399314e-02 2.09e-02 5.79e-06  -7.0 9.65e-03  -3.2 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 870  2.6399240e-02 2.88e-02 5.92e-06  -7.0 1.11e-02  -3.3 1.00e+00 1.00e+00h  1
 871  2.6399151e-02 3.96e-02 6.07e-06  -7.0 1.28e-02  -3.3 1.00e+00 1.00e+00h  1
 872  2.6399039e-02 5.51e-02 1.19e-05  -7.0 1.49e-02  -3.4 1.00e+00 1.00e+00h  1
 873  2.6399034e-02 1.60e-04 6.03e-06  -7.0 6.71e-04  -2.0 1.00e+00 1.00e+00h  1
 874  2.6399019e-02 1.13e-03 6.28e-06  -7.0 2.10e-03  -2.5 1.00e+00 1.00e+00h  1
 875  2.6399013e-02 1.62e-04 6.29e-06  -7.0 7.87e-04  -2.1 1.00e+00 1.00e+00h  1
 876  2.6398995e-02 1.46e-03 6.32e-06  -7.0 2.38e-03  -2.6 1.00e+00 1.00e+00h  1
 877  2.6398988e-02 2.09e-04 6.33e-06  -7.0 8.91e-04  -2.1 1.00e+00 1.00e+00h  1
 878  2.6398967e-02 1.90e-03 6.37e-06  -7.0 2.69e-03  -2.6 1.00e+00 1.00e+00h  1
 879  2.6398960e-02 2.72e-04 6.37e-06  -7.0 1.01e-03  -2.2 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 880  2.6398957e-02 3.82e-05 6.38e-06  -7.0 3.79e-04  -1.8 1.00e+00 1.00e+00h  1
 881  2.6398948e-02 3.45e-04 6.40e-06  -7.0 1.14e-03  -2.3 1.00e+00 1.00e+00h  1
 882  2.6398868e-02 2.93e-02 6.55e-06  -7.0 1.05e-02  -3.2 1.00e+00 1.00e+00h  1
 883  2.6398774e-02 4.06e-02 6.70e-06  -7.0 1.21e-02  -3.3 1.00e+00 1.00e+00h  1
 884  2.6398768e-02 1.13e-04 6.45e-06  -7.0 5.46e-04  -1.9 1.00e+00 1.00e+00h  1
 885  2.6398754e-02 8.27e-04 6.72e-06  -7.0 1.71e-03  -2.4 1.00e+00 1.00e+00h  1
 886  2.6398627e-02 7.21e-02 6.96e-06  -7.0 1.59e-02  -3.4 1.00e+00 1.00e+00h  1
 887  2.6398471e-02 1.05e-01 7.20e-06  -7.0 1.85e-02  -3.4 1.00e+00 1.00e+00h  1
 888  2.6398445e-02 2.45e-03 7.05e-06  -7.0 2.55e-03  -2.6 1.00e+00 1.00e+00h  1
 889  2.6398436e-02 3.10e-04 7.22e-06  -7.0 9.79e-04  -2.1 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 890  2.6398433e-02 4.34e-05 7.23e-06  -7.0 3.68e-04  -1.7 1.00e+00 1.00e+00h  1
 891  2.6398423e-02 3.92e-04 7.25e-06  -7.0 1.11e-03  -2.2 1.00e+00 1.00e+00h  1
 892  2.6398333e-02 3.33e-02 7.42e-06  -7.0 1.02e-02  -3.1 1.00e+00 1.00e+00h  1
 893  2.6398226e-02 4.61e-02 7.57e-06  -7.0 1.17e-02  -3.2 1.00e+00 1.00e+00h  1
 894  2.6398219e-02 1.25e-04 7.13e-06  -7.0 5.16e-04  -1.9 1.00e+00 1.00e+00h  1
 895  2.6398172e-02 8.55e-03 7.64e-06  -7.0 4.97e-03  -2.8 1.00e+00 1.00e+00h  1
 896  2.6398154e-02 1.25e-03 7.63e-06  -7.0 1.86e-03  -2.4 1.00e+00 1.00e+00h  1
 897  2.6398100e-02 1.14e-02 7.75e-06  -7.0 5.68e-03  -2.9 1.00e+00 1.00e+00h  1
 898  2.6398037e-02 1.51e-02 7.83e-06  -7.0 6.46e-03  -2.9 1.00e+00 1.00e+00h  1
 899  2.6398012e-02 2.22e-03 7.82e-06  -7.0 2.42e-03  -2.5 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 900  2.6398003e-02 3.11e-04 7.85e-06  -7.0 9.10e-04  -2.1 1.00e+00 1.00e+00h  1
 901  2.6397919e-02 2.60e-02 8.01e-06  -7.0 8.36e-03  -3.0 1.00e+00 1.00e+00h  1
 902  2.6397821e-02 3.53e-02 8.13e-06  -7.0 9.54e-03  -3.1 1.00e+00 1.00e+00h  1
 903  2.6397815e-02 9.16e-05 7.60e-06  -7.0 4.18e-04  -1.7 1.00e+00 1.00e+00h  1
 904  2.6397801e-02 7.13e-04 8.13e-06  -7.0 1.34e-03  -2.2 1.00e+00 1.00e+00h  1
 905  2.6397795e-02 1.01e-04 8.12e-06  -7.0 5.03e-04  -1.8 1.00e+00 1.00e+00h  1
 906  2.6397779e-02 9.15e-04 8.16e-06  -7.0 1.51e-03  -2.3 1.00e+00 1.00e+00h  1
 907  2.6397630e-02 7.91e-02 8.40e-06  -7.0 1.41e-02  -3.2 1.00e+00 1.00e+00h  1
 908  2.6397620e-02 2.08e-04 7.48e-06  -7.0 5.86e-04  -1.9 1.00e+00 1.00e+00h  1
 909  2.6397598e-02 1.63e-03 8.36e-06  -7.0 1.97e-03  -2.4 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 910  2.6397393e-02 1.44e-01 8.68e-06  -7.0 1.84e-02  -3.3 1.00e+00 1.00e+00h  1
 911  2.6394620e-02 2.66e+01 7.64e-04  -7.0 2.57e-01  -4.3 1.00e+00 1.00e+00h  1
 912  2.6392575e-02 6.52e+00 5.11e-04  -7.0 4.20e-02  -3.9 1.00e+00 1.00e+00h  1
 913  2.6392726e-02 6.21e-02 1.55e-04  -7.0 1.74e-02  -3.0 1.00e+00 1.00e+00h  1
 914  2.6392580e-02 5.87e-02 1.27e-05  -7.0 6.09e-03  -3.1 1.00e+00 1.00e+00h  1
 915  2.6392404e-02 6.16e-02 4.67e-06  -7.0 5.97e-03  -3.1 1.00e+00 1.00e+00h  1
 916  2.6392212e-02 7.23e-02 4.39e-06  -7.0 6.32e-03  -3.2 1.00e+00 1.00e+00h  1
 917  2.6392203e-02 7.52e-05 3.53e-06  -7.0 2.37e-04  -1.8 1.00e+00 1.00e+00h  1
 918  2.6392177e-02 1.38e-03 4.28e-06  -7.0 8.60e-04  -2.3 1.00e+00 1.00e+00h  1
 919  2.6391952e-02 1.05e-01 4.09e-06  -7.0 7.46e-03  -3.3 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 920  2.6388975e-02 3.56e+01 1.05e-03  -7.0 3.73e-01    -  1.00e+00 6.97e-01h  1
 921  2.6388885e-02 4.68e+00 8.64e-03  -7.0 5.75e-02  -1.9 1.68e-03 7.54e-01h  1
 922  2.6389238e-02 1.38e-01 1.27e-03  -7.0 3.43e-03  -2.4 1.00e+00 1.00e+00h  1
 923  2.6388993e-02 5.80e-01 3.54e-04  -7.0 1.82e-01    -  1.00e+00 1.00e+00H  1
 924  2.6389014e-02 1.75e-03 1.80e-06  -7.0 5.29e-04  -2.5 1.00e+00 1.00e+00h  1
 925  2.6389017e-02 8.61e-06 8.38e-07  -7.0 8.99e-05  -2.0 1.00e+00 1.00e+00h  1

Number of Iterations....: 925

                                   (scaled)                 (unscaled)
Objective...............:   2.6389016540795559e-02    2.6389016540795559e-02
Dual infeasibility......:   8.3771963959253070e-07    8.3771963959253070e-07
Constraint violation....:   5.6918911098263792e-07    8.6080452490477910e-06
Variable bound violation:   0.0000000000000000e+00    0.0000000000000000e+00
Complementarity.........:   9.0909090909090954e-08    9.0909090909090954e-08
Overall NLP error.......:   8.3771963959253070e-07    8.6080452490477910e-06


Number of objective function evaluations             = 989
Number of objective gradient evaluations             = 926
Number of equality constraint evaluations            = 989
Number of inequality constraint evaluations          = 0
Number of equality constraint Jacobian evaluations   = 926
Number of inequality constraint Jacobian evaluations = 0
Number of Lagrangian Hessian evaluations             = 925
Total seconds in IPOPT                               = 154.004

EXIT: Optimal Solution Found.
      solver  :   t_proc      (avg)   t_wall      (avg)    n_eval
       nlp_f  |  11.00ms ( 11.12us)  12.20ms ( 12.33us)       989
       nlp_g  |   1.06 s (  1.07ms)   1.06 s (  1.07ms)       989
  nlp_grad_f  |  28.00ms ( 30.17us)  28.19ms ( 30.38us)       928
  nlp_hess_l  |   3.68 s (  3.98ms)   3.65 s (  3.95ms)       925
   nlp_jac_g  |  12.02 s ( 12.97ms)  12.02 s ( 12.96ms)       927
       total  | 154.01 s (154.01 s) 154.01 s (154.01 s)         1
Computation time solving OCP: 156.1 s
